id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9715404,1 Bedroom in the Upper East Side,6105861,Shayan,Manhattan,Upper East Side,40.76496,-73.95801,Private room,100,1,0,,,1,0
9715759,nice small room in upper east side,43198464,Geoffray,Manhattan,Upper East Side,40.7651,-73.95812,Private room,84,1,0,,,1,0
9715891,"Rooftop, Doorman, Luxury Building",6365575,Samir,Queens,Long Island City,40.74723,-73.94144,Entire home/apt,200,3,0,,,1,0
9715973,Amazing view midtown studio,50157334,Ada,Manhattan,Kips Bay,40.74285,-73.97468,Entire home/apt,150,5,1,2015-12-27,0.02,1,0
9716234,Cozy with Great location !!!,43719073,Nora,Brooklyn,Sheepshead Bay,40.59878,-73.95425,Shared room,35,1,104,2019-07-08,2.45,5,352
9716437,Chill Gramercy Flat,956269,Justin,Manhattan,Gramercy,40.73725,-73.98439,Entire home/apt,195,3,19,2019-06-21,0.43,1,34
9717662,"Serene, Spacious Bedroom in 2BR Apt",4549440,HanJie,Manhattan,Harlem,40.82347,-73.93944,Private room,37,1,0,,,1,0
9717766,Cozy studio,50165358,Ekaterina,Manhattan,Murray Hill,40.74987,-73.97293,Entire home/apt,200,1,0,,,1,0
9720768,"Midtown Times Square bright room, private bath",31626212,Troy,Manhattan,Theater District,40.75699,-73.98493,Private room,125,3,141,2019-06-22,3.29,5,226
9720809,Centrally located Times Square large room,31626212,Troy,Manhattan,Midtown,40.74826,-73.98653,Private room,100,30,2,2019-06-22,2,5,248
9724452,Small cozy studio WashingtonHeights,45198805,Erika,Manhattan,Washington Heights,40.83288,-73.93821,Entire home/apt,70,1,0,,,1,0
9725232,"LUX Prospect Park Historic 1BR near 2,5,Q&B trains",290908,Claudia,Brooklyn,Prospect-Lefferts Gardens,40.66195,-73.95275,Entire home/apt,125,6,155,2019-06-24,3.54,1,155
9725508,"Super Quiet, Your Oasis",16437254,Benjamin,Brooklyn,Boerum Hill,40.68788,-73.98551,Entire home/apt,123,30,10,2019-05-10,0.27,21,246
9726043,Family apt w/ junglegym-bed for kids,292084,Liliana,Brooklyn,Kensington,40.64463,-73.97057,Entire home/apt,95,7,5,2019-07-05,0.12,1,59
9726143,"Huge 1-Bedroom, A+ Midtown Location",37803660,Adrienne,Manhattan,Midtown,40.75088,-73.96918,Entire home/apt,199,4,1,2016-01-05,0.02,1,0
9726720,"Sunny, modern apt on Prospect Park",31543325,David,Brooklyn,Prospect-Lefferts Gardens,40.65923,-73.961,Entire home/apt,125,20,0,,,1,0
9727332,"Bedroom in Brooklyn, NYC",50199816,Meaghan,Brooklyn,Bushwick,40.70168,-73.92593,Private room,45,1,1,2015-12-23,0.02,1,0
9728168,*Manhattan Luxury Apt - Walk to TSQ,5124437,Anna,Manhattan,Hell's Kitchen,40.76172,-73.99917,Entire home/apt,189,3,4,2015-12-15,0.09,1,0
9728203,Sunny Room in heart of Crwn Heights,3758471,Stephanie,Brooklyn,Crown Heights,40.6744,-73.95902,Private room,50,2,1,2016-01-02,0.02,2,0
9728739,Luxury private room near Times Sqr,27163319,Stefano,Manhattan,Hell's Kitchen,40.76444,-73.98728,Private room,120,5,0,,,1,8
9730117,Carriage House Loft with Fireplace,68890,Paula,Brooklyn,Bedford-Stuyvesant,40.68968,-73.95213,Entire home/apt,250,1,11,2018-10-29,0.32,3,365
9730432,Quiet Apartment in Sunset Park.,50207684,Cyrille,Brooklyn,Sunset Park,40.64962,-74.00028,Entire home/apt,95,3,74,2019-07-01,1.72,1,251
9730784,Private Space in Lower East Side,1038645,Kim,Manhattan,Lower East Side,40.72133,-73.9877,Private room,140,1,5,2018-05-15,0.12,1,0
9731039,Studio/Office in heart of Sunnyside,50213378,Mark,Queens,Sunnyside,40.74463,-73.91918,Entire home/apt,99,1,0,,,1,0
9731134,Peaceful Bohemian Studio,29877911,Saadia,Manhattan,Harlem,40.79989,-73.95213,Entire home/apt,120,30,33,2019-06-01,0.81,1,247
9731178,Spacious duplex in Bed Stuy,8693741,John,Brooklyn,Bedford-Stuyvesant,40.69616,-73.94737,Private room,35,1,2,2016-06-27,0.05,1,0
9731739,2BR - TIMES SQUARE - MODERN,34939187,Meredith,Manhattan,Hell's Kitchen,40.76564,-73.98759,Entire home/apt,195,3,30,2016-10-23,0.68,1,0
9732432,2nd floor bedroom in Bushwick house,14974205,Gabriel,Brooklyn,Bushwick,40.69351,-73.92309,Private room,35,1,1,2016-01-14,0.02,1,0
9732612,LARGE TRIBECA LOFT WITH ROOF DECK,33624354,Joshua,Manhattan,Tribeca,40.72117,-74.00592,Entire home/apt,250,1,1,2015-12-24,0.02,1,0
9732834,"Sunny,Cool,Greenpoint apartment...",50220666,Rodin,Brooklyn,Greenpoint,40.72594,-73.95174,Private room,70,7,2,2018-07-14,0.05,1,0
9733138,Large 1BR with yard in Williamsburg,14800483,Elliot,Brooklyn,Williamsburg,40.71702,-73.94339,Entire home/apt,140,7,0,,,1,0
9733227,Huge Modern Apartment Williamsburg,4396337,Nicolo,Brooklyn,Williamsburg,40.71964,-73.95538,Entire home/apt,159,28,4,2018-04-30,0.10,1,0
9733280,"Quiet, 1 Bedroom, Patio, Gramercy",11763414,Ashley,Manhattan,Gramercy,40.73606,-73.98242,Entire home/apt,149,7,13,2018-04-03,0.33,1,0
9733741,Best Neighborhood Brand New 1 BDRM!,9408069,Maky,Manhattan,Lower East Side,40.72082,-73.98728,Entire home/apt,180,1,130,2019-06-03,2.98,1,328
9734068,"1 BED ROOM ACCOMMODATION 4, 5 GUEST",50189863,"Manny , Job",Manhattan,East Harlem,40.79566,-73.9448,Entire home/apt,110,1,198,2019-06-23,4.58,1,250
9735503,Full 1BR+Balcony 17min to Midtown,166014,Matt & Virginia,Queens,Astoria,40.77066,-73.92181,Entire home/apt,100,7,2,2016-08-06,0.05,1,0
9735931,Private room in spacious apartment,6501582,Gaia,Brooklyn,Crown Heights,40.67693,-73.93234,Private room,50,7,11,2019-05-12,0.26,1,0
9735957,Unique Duplex Loft Private Roof,49494357,Lindsee And Peter,Manhattan,Nolita,40.72116,-73.9959,Entire home/apt,425,2,23,2019-06-04,0.64,1,54
9736071,COOL STUDIO IN THE HEART OF MIDTOWN,17870643,Matt,Manhattan,Midtown,40.75843,-73.96265,Entire home/apt,195,1,0,,,1,0
9736123,Spacious 1BR with river view in the heart of NYC,19135883,Thales,Manhattan,Kips Bay,40.74178,-73.97313,Entire home/apt,260,4,15,2018-10-15,0.35,1,34
9736227,TIMES SQR 3 BR Modern+NYC Center,9245509,Alex,Manhattan,Hell's Kitchen,40.76,-73.98972,Entire home/apt,499,2,4,2017-01-02,0.09,1,0
9736600,Furnished Apartment in Morningside,50235395,Nick,Manhattan,Morningside Heights,40.80569,-73.96333,Private room,75,14,0,,,1,0
9737064,Amazing 2 BR apt in West Village,33075414,Joakim,Manhattan,West Village,40.73053,-74.00297,Entire home/apt,250,3,3,2019-06-03,0.08,1,16
9737153,Spacious new and luxurious apartment!,267959,Beatriz,Brooklyn,Williamsburg,40.72038,-73.95993,Entire home/apt,350,2,5,2018-01-01,0.12,1,0
9737362,Spacious 2B apt - KipsBay Manhattan,14786085,Andrew,Manhattan,Kips Bay,40.74302,-73.98098,Entire home/apt,275,5,3,2016-07-30,0.08,1,0
9737516,Awesome Williamsburg Apartment,9392189,Collin,Brooklyn,Williamsburg,40.71134,-73.95192,Entire home/apt,325,5,0,,,1,0
9737840,2 Bedrooms & 2 Bathrooms Apt in Hell's Kitchen,40169737,Alex G,Manhattan,Hell's Kitchen,40.76553,-73.98709,Entire home/apt,300,1,268,2019-06-26,6.12,1,261
9738193,Private Room in Gorgeous Loft Space,30968452,Ellen,Brooklyn,Bushwick,40.68881,-73.92017,Private room,75,3,5,2018-01-02,0.12,1,365
9738605,Bedford Palace,50054847,Lauryn,Brooklyn,Crown Heights,40.66842,-73.95601,Private room,100,1,0,,,1,0
9739888,One room in a 4 bedroom apaprtment.,50252837,Abhinaya,Manhattan,Harlem,40.81656,-73.95725,Private room,45,1,0,,,1,0
9740010,PRIVATE STUDIO: L TRAIN WATERFRONT,389899,Maria,Brooklyn,Williamsburg,40.7179,-73.95938,Entire home/apt,146,28,208,2019-05-26,4.80,2,200
9740150,Bright and Cosy bedroom,50145118,Sonia,Manhattan,Harlem,40.80857,-73.942,Private room,89,1,19,2019-01-04,0.44,3,0
9740264,Bright Studio in Harlem Near Trains,11462920,Ijeoma,Manhattan,Harlem,40.81788,-73.93583,Entire home/apt,75,2,19,2016-06-14,0.44,1,0
9740386,Chic 1 BR in Meatpackiing,50255130,Mary,Manhattan,Chelsea,40.74098,-74.00513,Entire home/apt,175,4,0,,,1,0
9745297,Big Bedroom in Huge Loft Apartment,18830662,Jack,Manhattan,SoHo,40.72051,-74.00168,Private room,75,1,1,2015-12-17,0.02,2,0
9745484,"Sun-filled 1 Bdrm, Above Subway",7230698,Megan,Manhattan,Harlem,40.82749,-73.94329,Entire home/apt,102,5,20,2018-07-22,0.52,2,18
9746225,"Sunny, clean, contemporary Soho Apt",14005489,Jonathan,Manhattan,SoHo,40.72823,-74.00571,Entire home/apt,250,4,0,,,1,0
9746604,Stylish 2BR ★ Sleeps 6 ★ C.Park,50279938,Gilad,Manhattan,East Harlem,40.78857,-73.94328,Entire home/apt,190,2,118,2019-06-20,2.74,1,237
9747059,"UWS, Close to Park, Shops, Transpor",50282201,Dinara,Manhattan,Upper West Side,40.80027,-73.96971,Private room,120,1,0,,,1,0
9747647,Big and sunny room in Greenpoint,8768792,Fernando,Brooklyn,Greenpoint,40.72449,-73.95149,Private room,70,5,1,2015-12-15,0.02,1,0
9747682,"Private, Serene, Exposed Brick Realness Brownstone",4018726,Lorraine,Brooklyn,Bedford-Stuyvesant,40.69297,-73.94522,Private room,63,3,6,2019-06-30,2.77,1,60
9748012,"Lovely, 2BR sun filled apartment",9895399,Julian,Brooklyn,Greenpoint,40.72484,-73.9472,Entire home/apt,100,6,1,2016-01-05,0.02,1,0
9748877,4 person private room in Spanish Harlem,24260658,Kristy,Manhattan,East Harlem,40.79443,-73.93501,Private room,130,2,49,2019-06-19,1.52,5,76
9749211,Studio- Prime East Village Location,50289490,Michael,Manhattan,East Village,40.72613,-73.98621,Entire home/apt,140,5,0,,,1,0
9749603,New York artistic house &Queens,19256647,Jiao,Queens,Flushing,40.73157,-73.83263,Entire home/apt,65,7,0,,,1,0
9750139,Sunset Retreat - Charming Oasis,50292584,Haydee,Brooklyn,Sunset Park,40.64218,-74.01175,Entire home/apt,90,2,75,2019-06-06,1.84,2,364
9750308,Bushwick artist den: 1 min to L train AC +backyard,50291368,Zoey,Brooklyn,Bushwick,40.6882,-73.90598,Private room,46,2,18,2019-04-27,0.42,1,0
9750406,Bushwick studio,3051323,Casey,Brooklyn,Bushwick,40.69917,-73.93178,Entire home/apt,72,20,0,,,1,0
9751043,☆ Easy Access To The Best Of Brooklyn ☆,393473,Bobby,Brooklyn,Bedford-Stuyvesant,40.69227,-73.95187,Entire home/apt,115,2,142,2019-06-17,3.38,2,89
9752005,A Quiet Room in the West Village,4173415,Pedro,Manhattan,West Village,40.73737,-74.00591,Private room,90,1,103,2019-06-27,2.40,1,239
9752053,"Private room in Greenpoint, BK",1587834,Bradford,Brooklyn,Greenpoint,40.72212,-73.94423,Private room,65,2,0,,,1,0
9753018,1200 SQFT Open Loft Williamsburg,1527888,Ilya,Brooklyn,Williamsburg,40.7109,-73.95236,Entire home/apt,250,31,8,2017-01-03,0.19,1,0
9753240,Sun-drenched SoHo Duplex Loft,1342653,Andrew,Manhattan,SoHo,40.72543,-74.00242,Entire home/apt,1000,4,10,2018-11-26,0.23,1,326
9753443,Big Studio W/ Prive Patio +Amenity,2147475,Will,Brooklyn,Greenpoint,40.72107,-73.95376,Entire home/apt,159,1,3,2017-01-02,0.10,1,0
9754436,Awesome room in 2br design Apartment in LES,15231059,Apollo,Manhattan,Lower East Side,40.7203,-73.98698,Private room,99,3,24,2019-04-07,0.56,4,333
9754751,Large 1 Bedroom Apartment,19067539,Rajesh,Queens,Kew Gardens,40.70344,-73.83435,Entire home/apt,100,1,2,2017-08-10,0.09,1,0
9754968,Sunny Manhattan Apartment!!,10611392,Lola,Manhattan,East Harlem,40.79331,-73.94149,Entire home/apt,250,4,13,2018-10-08,0.32,1,35
9755074,Parkside Brooklyn Brownstone,33401596,Luke,Brooklyn,Bedford-Stuyvesant,40.69048,-73.94763,Entire home/apt,120,3,5,2016-06-27,0.12,1,0
9755384,Private queen room - Hell's Kitchen,9262409,Danielle,Manhattan,Hell's Kitchen,40.76504,-73.98718,Private room,80,3,1,2015-12-28,0.02,1,0
9755479,Beautiful 1BR NYC,18799694,Evan,Manhattan,East Village,40.73333,-73.99075,Entire home/apt,300,1,0,,,1,0
9755785,"540 Main Street, Apt 428",47512544,Yingyuan,Manhattan,Roosevelt Island,40.76206,-73.94904,Private room,45,3,1,2016-01-05,0.02,1,0
9756236,Quiet and large one bedroom,18954539,Tamara,Manhattan,Upper East Side,40.76374,-73.96583,Entire home/apt,200,1,0,,,1,0
9756258,Room for Female-Upper West Side,11513145,Jessica,Manhattan,Upper West Side,40.78641,-73.97739,Private room,65,1,2,2016-01-08,0.05,1,0
9756612,Cute space in Manhattan,39631811,Tarini,Manhattan,Morningside Heights,40.80929,-73.95826,Private room,70,1,0,,,1,0
9756729,Bright new apt in a luxury building,33349807,Dorit,Brooklyn,Bedford-Stuyvesant,40.6801,-73.92873,Entire home/apt,60,13,0,,,1,0
9756996,Perfect West Village Apartment,1587220,Blossom,Manhattan,West Village,40.73577,-74.00582,Entire home/apt,240,1,0,,,1,0
9757018,Cozy room in a big house!,50318467,Seyi,Manhattan,Marble Hill,40.87663,-73.91041,Private room,50,1,2,2016-01-01,0.05,1,0
9757167,1 Full Size Bed with Bike Rental,4422477,Crystal,Manhattan,East Village,40.72936,-73.97882,Private room,100,2,1,2016-07-31,0.03,1,0
9757351,Two Bedroom next to Central Park,7952263,Anne,Manhattan,Upper East Side,40.78389,-73.95306,Entire home/apt,200,4,1,2016-08-27,0.03,1,0
9757762,Cute Apartement in Williamsburg,3696938,Z,Brooklyn,Williamsburg,40.70935,-73.95207,Entire home/apt,180,1,0,,,1,0
9757875,NY Queens Penthouse Share = 1LOFT aka Queens' Loft,34861728,Iris,Queens,Kew Gardens,40.7092,-73.82984,Private room,65,7,8,2018-10-25,0.18,4,320
9758041,Spacious Williamsburg Beauty,50323495,Angie,Brooklyn,Williamsburg,40.70357,-73.9474,Entire home/apt,130,4,52,2019-07-01,1.20,1,321
9758320,NYC Hamilton Heights Apartment,50324996,Electra,Manhattan,Harlem,40.83113,-73.94597,Entire home/apt,125,21,0,,,1,0
9758378,Prospect Heights/Park slope condo next to the Park,50324962,John,Brooklyn,Prospect Heights,40.67545,-73.96884,Entire home/apt,250,30,13,2019-05-11,0.34,1,319
9758735,1 Bedroom Holiday Sublet in Bklyn,411677,Eli,Brooklyn,Flatbush,40.63565,-73.96434,Entire home/apt,70,20,0,,,1,0
9759444,Beautiful apartment in Park Slope,13342524,Carola,Brooklyn,South Slope,40.66352,-73.98488,Entire home/apt,100,3,6,2017-01-04,0.14,1,0
9759525,Central Park South Artist's Studio,50331528,Sarah,Manhattan,Hell's Kitchen,40.76599,-73.98404,Entire home/apt,90,5,3,2016-04-20,0.08,1,0
9759592,5 minutes to JFK airport bed/bath -room A,50331556,Marilee & Gene,Queens,Rosedale,40.67836,-73.729,Private room,90,1,54,2019-05-19,1.26,1,180
9759704,Lovely Lofted Artist's Room,6706379,Robyn,Brooklyn,Bedford-Stuyvesant,40.69133,-73.9426,Private room,31,3,2,2016-01-05,0.05,1,0
9759957,One Bedroom in Washington Heights,9039711,Lorraine,Manhattan,Washington Heights,40.83358,-73.94113,Private room,45,1,2,2016-06-10,0.05,1,0
9760401,Modern apt by lincoln square,18080415,Dan,Manhattan,Upper West Side,40.77594,-73.98449,Entire home/apt,188,3,0,,,1,0
9765011,Cute Apartment Near Prospect Park,37821056,Nichole,Brooklyn,Flatbush,40.6502,-73.95509,Private room,39,7,6,2018-01-05,0.17,4,278
9765276,Private Room Near Prospect Park,37821056,Nichole,Brooklyn,Flatbush,40.6518,-73.95894,Private room,39,7,13,2018-07-27,0.30,4,346
9765762,"Room w/ private bathroom, entrance",9662924,Albert,Brooklyn,Williamsburg,40.70669,-73.94943,Private room,85,5,1,2016-01-05,0.02,1,0
9765897,BRIGHT & QUIET BEDROOM IN CLINTON HILL BROWNSTONE,10366292,Lea,Brooklyn,Clinton Hill,40.68552,-73.96481,Private room,40,5,2,2017-09-05,0.06,3,0
9765944,SUNNY BEDROOM IN BROOKLYN BROWNSTON,10366292,Lea,Brooklyn,Clinton Hill,40.68522,-73.96326,Private room,75,1,0,,,3,0
9766228,Deluxe Williamsburg Apartment,38297722,Joe,Brooklyn,Williamsburg,40.71691,-73.93953,Entire home/apt,200,2,1,2016-01-03,0.02,1,0
9766922,Spacious Uptown bedroom,19874128,Jennifer,Manhattan,Harlem,40.82083,-73.95407,Private room,88,2,0,,,1,0
9767424,Brooklyn's Finest - ML,50364039,Cathy,Brooklyn,Williamsburg,40.71602,-73.96248,Entire home/apt,130,2,67,2019-07-07,1.57,3,252
9767864,Owl's Landing- The Loft,50068597,Alex,Staten Island,Tompkinsville,40.63661,-74.07868,Private room,40,2,157,2019-07-01,3.67,3,324
9768159,Large Room in Morningside Heights,618803,New,Manhattan,Washington Heights,40.83424,-73.94275,Private room,65,3,0,,,1,0
9768199,Unique & Whimsical-Entire 1-BRM Apt UWS,50366054,Blake,Manhattan,Upper West Side,40.80055,-73.96011,Entire home/apt,129,3,6,2019-05-14,0.14,1,0
9768313,Luxury doorman building w amenities,670690,Robert,Manhattan,Chelsea,40.73809,-73.99695,Entire home/apt,500,1,0,,,1,0
9768333,"Spacious 1BD, City View, Near Train",9144218,Daniel,Queens,Astoria,40.76476,-73.91935,Entire home/apt,125,8,0,,,1,0
9768360,"Quiet, clean, modern 1-bed/1-bath",50368164,Hattie,Brooklyn,Windsor Terrace,40.64845,-73.97302,Entire home/apt,100,1,7,2016-12-29,0.16,1,0
9768492,BROOKLYN 2 BEDROOM,50368837,Jorge,Brooklyn,Crown Heights,40.67735,-73.94468,Entire home/apt,100,3,1,2018-01-02,0.05,2,0
9768765,Room in quiet Brooklyn home,50369736,Benjamin,Brooklyn,Kensington,40.64637,-73.97863,Private room,24,18,1,2016-01-29,0.02,1,0
9769423,Garden Apartment at House on 11th,50372319,Carlo Fabricio,Brooklyn,Gowanus,40.66948,-73.9903,Entire home/apt,160,2,70,2018-01-02,1.63,1,342
9769817,Eclectic space in Prime Williamsburg,50374022,Elana,Brooklyn,Williamsburg,40.71162,-73.9639,Entire home/apt,125,5,13,2017-01-02,0.31,2,0
9770041,Two Bedroom In Williamsburg,96598,Michelle,Brooklyn,Greenpoint,40.72061,-73.94886,Entire home/apt,205,7,2,2019-01-01,0.19,1,0
9770249,WOW! Luxury East Village 3 Bed | 1 Bath Apt,2001524,John,Manhattan,East Village,40.73027,-73.98759,Entire home/apt,750,3,97,2019-06-19,2.22,1,47
9770459,Private room in Bed Stuy brownstone,49293531,Aliza,Brooklyn,Bedford-Stuyvesant,40.68124,-73.94188,Private room,75,14,18,2019-06-30,0.50,3,189
9771893,Irving place -Elevator  Doorman 1 bed - 5152,16098958,Jeremy & Laura,Manhattan,Gramercy,40.73558,-73.9852,Entire home/apt,150,30,1,2017-08-31,0.04,96,282
9772152,Quaint West Chelsea Studio near it all. 3,47577639,Jc,Manhattan,Chelsea,40.74105,-74.00401,Entire home/apt,195,4,48,2019-06-19,1.19,2,280
9772486,Williamsburg 2000sqft,50385630,Bradley,Brooklyn,Williamsburg,40.71712,-73.94671,Private room,477,2,1,2016-10-10,0.03,1,358
9772539,Sky VieW Doorman Gym Pool!5171,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79569,-73.96583,Entire home/apt,275,30,1,2016-01-19,0.02,96,332
9773158,"The Spring St Residence,SoHo -Perfect For Families",31758028,Danai,Manhattan,SoHo,40.72496,-74.00928,Entire home/apt,699,7,0,,,1,37
9773384,Captivating rooftop apartment,3816296,Luke,Manhattan,Chinatown,40.71611,-73.99539,Entire home/apt,180,1,0,,,1,0
9775055,"Relaxing, Clean Room in Brooklyn",12974174,Brandy,Brooklyn,Crown Heights,40.66782,-73.92969,Private room,60,1,1,2016-01-01,0.02,1,0
9775146,"Comfy 2BR + Outdoor patio/ Subway 2,3",50396427,Anu -Nicole,Brooklyn,Prospect Heights,40.67702,-73.96445,Entire home/apt,128,28,12,2019-05-09,0.31,1,256
9775237,Spacious high-rise 1BD with an INCREDIBLE view!,38263259,Michelle,Manhattan,Harlem,40.81949,-73.95676,Entire home/apt,140,5,7,2018-05-21,0.16,1,0
9775296,"Sunny, quiet Crown Heights apt",24894370,Alex,Brooklyn,Crown Heights,40.67042,-73.95072,Entire home/apt,98,1,5,2016-01-03,0.12,1,0
9775397,Apartment at the St.Regis Hotel,50397134,Masaichi,Manhattan,Midtown,40.76103,-73.97512,Entire home/apt,1200,1,0,,,1,0
9776054,Christmas and New Years in NYC,22098830,Alfred,Brooklyn,Bedford-Stuyvesant,40.68581,-73.94689,Entire home/apt,800,3,33,2016-06-12,0.76,1,178
9777387,East village lovely bedroom!,502563,Cloe,Manhattan,East Village,40.73052,-73.98461,Private room,130,3,134,2019-06-23,3.08,2,23
9777504,Industrial Williamsburg Loft with Awesome Rooftop!,9424650,Anna,Brooklyn,Williamsburg,40.71761,-73.95423,Entire home/apt,325,3,74,2019-06-27,1.73,1,179
9777601,Sunny East Village Apartment,2491622,Katherine,Manhattan,East Village,40.72745,-73.98979,Private room,200,1,0,,,1,0
9777669,Charming 1 BD in Washington Heights,20068971,Jacqueline,Manhattan,Washington Heights,40.85147,-73.93771,Entire home/apt,125,2,0,,,1,0
9777883,cozy harlem room,4098796,Lux,Manhattan,Harlem,40.82021,-73.95421,Private room,62,2,0,,,1,0
9778049,PRIVATE STUDIO Central Park West,11026504,Alinka,Manhattan,Upper West Side,40.78818,-73.96928,Entire home/apt,144,2,30,2019-04-07,0.80,1,0
9778407,Beautiful Room...15 min to NYC,40571321,Dana,Brooklyn,Bedford-Stuyvesant,40.69335,-73.93107,Private room,90,1,0,,,1,0
9778579,LES sweet bedroom (Female only),50411330,Sophia,Manhattan,Lower East Side,40.71504,-73.98879,Private room,45,1,2,2016-06-22,0.05,1,0
9778583,Private room in HUGE Apartment!,34351124,Rebekah,Brooklyn,Bedford-Stuyvesant,40.68768,-73.92069,Private room,75,1,1,2016-01-03,0.02,1,0
9778855,Room in Modern Bushwick Townhouse,10262649,Andrew,Brooklyn,Bushwick,40.69134,-73.90895,Private room,85,4,24,2016-10-13,0.57,2,0
9778978,upper manhattan rivervie new studio,32525636,Piner,Manhattan,Harlem,40.82094,-73.95745,Entire home/apt,50,3,1,2016-05-22,0.03,1,0
9779136,Cozy Room in heart of Crown Heights,3758471,Stephanie,Brooklyn,Crown Heights,40.67377,-73.95887,Private room,50,10,1,2016-01-06,0.02,2,0
9779228,Sunny Winter Union Square Sublet,15401907,Eric,Manhattan,Gramercy,40.73524,-73.98812,Entire home/apt,86,20,0,,,1,0
9779960,Brooklyn NY min away from Manhattan,30793816,Sap,Brooklyn,Bushwick,40.68589,-73.91486,Private room,60,1,17,2017-10-08,0.40,1,205
9785516,Beautiful Luxury Manhattan 3bed/2bath!,4094857,Anat,Manhattan,Upper West Side,40.79113,-73.96645,Entire home/apt,372,3,23,2018-12-30,0.54,1,17
9785847,Heart of Williamsburg 1 BD,42424450,Tyler,Brooklyn,Williamsburg,40.71988,-73.95591,Private room,75,2,1,2015-12-31,0.02,1,0
9786021,"Beautiful & spacious room, Brooklyn",50442604,Beatriz,Brooklyn,Flatbush,40.63655,-73.95424,Private room,60,1,1,2016-01-01,0.02,1,0
